Event Category,City,Total Events
"Yes, think I could tell if an article was telling the truth",Bremen,1
"Yes, think I could tell if an article was telling the truth",Bristol,1
"Yes, think I could tell if an article was telling the truth",Cambridge City,1
"Yes, think I could tell if an article was telling the truth",Charlestown,1
"Yes, think I could tell if an article was telling the truth",Columbia City,1
"Yes, think I could tell if an article was telling the truth",Danville,1
"Yes, think I could tell if an article was telling the truth",Elkhart,1
"Yes, think I could tell if an article was telling the truth",Frankfort,1
"Yes, think I could tell if an article was telling the truth",Franklin,1
"Yes, think I could tell if an article was telling the truth",Garrett,1
"Yes, think I could tell if an article was telling the truth",Huntington,1
"Yes, think I could tell if an article was telling the truth",Lake Station,1
"Yes, think I could tell if an article was telling the truth",Milan,1
"Yes, think I could tell if an article was telling the truth",Milford,1
"Yes, think I could tell if an article was telling the truth",Mishawaka,1
"Yes, think I could tell if an article was telling the truth",Mitchell,1
"Yes, think I could tell if an article was telling the truth",Monticello,1
"Yes, think I could tell if an article was telling the truth",New Albany,1
"Yes, think I could tell if an article was telling the truth",New Castle,1
"Yes, think I could tell if an article was telling the truth",North Vernon,1
"Yes, think I could tell if an article was telling the truth",New Pekin,1
"Yes, think I could tell if an article was telling the truth",Princeton,1
"Yes, think I could tell if an article was telling the truth",Scottsburg,1
"Yes, think I could tell if an article was telling the truth",Saint John,1
"Yes, think I could tell if an article was telling the truth",Tell City,1
"Yes, think I could tell if an article was telling the truth",Washington,1
"Yes, think I could tell if an article was telling the truth",West Lafayette,1
"Yes, think I could tell if an article was telling the truth",Winamac,1
"Yes, think I could tell if an article was telling the truth",Winchester,1
"Yes, think I could tell if an article was telling the truth",Yorktown,1
"Yes, think I could tell if an article was telling the truth",Abilene,1
"Yes, think I could tell if an article was telling the truth",Augusta,1
"Yes, think I could tell if an article was telling the truth",Beloit,1
"Yes, think I could tell if an article was telling the truth",Bonner Springs,1
"Yes, think I could tell if an article was telling the truth",Burlington,1
"Yes, think I could tell if an article was telling the truth",Coffeyville,1
"Yes, think I could tell if an article was telling the truth",Dodge City,1
"Yes, think I could tell if an article was telling the truth",El Dorado,1
"Yes, think I could tell if an article was telling the truth",Ellsworth,1
"Yes, think I could tell if an article was telling the truth",Gardner,1
"Yes, think I could tell if an article was telling the truth",Goodland,1
"Yes, think I could tell if an article was telling the truth",Haven,1
"Yes, think I could tell if an article was telling the truth",Hays,1
"Yes, think I could tell if an article was telling the truth",Herington,1
"Yes, think I could tell if an article was telling the truth",Hiawatha,1
"Yes, think I could tell if an article was telling the truth",Iola,1
"Yes, think I could tell if an article was telling the truth",Leavenworth,1
"Yes, think I could tell if an article was telling the truth",Linwood,1
"Yes, think I could tell if an article was telling the truth",Manhattan,1
"Yes, think I could tell if an article was telling the truth",McPherson,1
"Yes, think I could tell if an article was telling the truth",Olathe,1
"Yes, think I could tell if an article was telling the truth",Osawatomie,1
"Yes, think I could tell if an article was telling the truth",Overland Park,1
"Yes, think I could tell if an article was telling the truth",Salina,1
"Yes, think I could tell if an article was telling the truth",Tonganoxie,1
"Yes, think I could tell if an article was telling the truth",Topeka,1
"Yes, think I could tell if an article was telling the truth",Udall,1
"Yes, think I could tell if an article was telling the truth",Ashland,1
"Yes, think I could tell if an article was telling the truth",Berea,1
"Yes, think I could tell if an article was telling the truth",Bowling Green,1
"Yes, think I could tell if an article was telling the truth",Corbin,1
"Yes, think I could tell if an article was telling the truth",Cynthiana,1
"Yes, think I could tell if an article was telling the truth",Edmonton,1
"Yes, think I could tell if an article was telling the truth",Harlan,1
"Yes, think I could tell if an article was telling the truth",Lawrenceburg,1
"Yes, think I could tell if an article was telling the truth",Lexington,1
"Yes, think I could tell if an article was telling the truth",London,1
"Yes, think I could tell if an article was telling the truth",Mayfield,1
"Yes, think I could tell if an article was telling the truth",Morganfield,1
"Yes, think I could tell if an article was telling the truth",Mount Washington,1
"Yes, think I could tell if an article was telling the truth",Nicholasville,1
"Yes, think I could tell if an article was telling the truth",Paintsville,1
"Yes, think I could tell if an article was telling the truth",Pikeville,1
"Yes, think I could tell if an article was telling the truth",Salyersville,1
"Yes, think I could tell if an article was telling the truth",Shelbyville,1
"Yes, think I could tell if an article was telling the truth",Versailles,1
"Yes, think I could tell if an article was telling the truth",Whitesburg,1
"Yes, think I could tell if an article was telling the truth",Abbeville,1
"Yes, think I could tell if an article was telling the truth",Ball,1
"Yes, think I could tell if an article was telling the truth",DeRidder,1
"Yes, think I could tell if an article was telling the truth",Hammond,1
"Yes, think I could tell if an article was telling the truth",Lafayette,1
"Yes, think I could tell if an article was telling the truth",Mansfield,1
"Yes, think I could tell if an article was telling the truth",Opelousas,1
"Yes, think I could tell if an article was telling the truth",Plaquemine,1
"Yes, think I could tell if an article was telling the truth",Prairieville,1
"Yes, think I could tell if an article was telling the truth",Slidell,1
"Yes, think I could tell if an article was telling the truth",Ville Platte,1
"Yes, think I could tell if an article was telling the truth",Walker,1
"Yes, think I could tell if an article was telling the truth",Athol,1
"Yes, think I could tell if an article was telling the truth",Attleboro,1
"Yes, think I could tell if an article was telling the truth",Bedford,1
"Yes, think I could tell if an article was telling the truth",Chicopee,1
"Yes, think I could tell if an article was telling the truth",Falmouth,1
"Yes, think I could tell if an article was telling the truth",Franklin,1
"Yes, think I could tell if an article was telling the truth",Gloucester,1
"Yes, think I could tell if an article was telling the truth",Great Barrington,1
"Yes, think I could tell if an article was telling the truth",Holliston,1
"Yes, think I could tell if an article was telling the truth",Lowell,1
"Yes, think I could tell if an article was telling the truth",Ludlow,1
"Yes, think I could tell if an article was telling the truth",Mashpee,1
"Yes, think I could tell if an article was telling the truth",Middleborough,1
"Yes, think I could tell if an article was telling the truth",North Andover,1
"Yes, think I could tell if an article was telling the truth",Southwick,1
"Yes, think I could tell if an article was telling the truth",Sunderland,1
"Yes, think I could tell if an article was telling the truth",Taunton,1
"Yes, think I could tell if an article was telling the truth",Uxbridge,1
"Yes, think I could tell if an article was telling the truth",Waltham,1
"Yes, think I could tell if an article was telling the truth",West Bridgewater,1
"Yes, think I could tell if an article was telling the truth",Westfield,1
"Yes, think I could tell if an article was telling the truth",Bethesda,1
"Yes, think I could tell if an article was telling the truth",Cumberland,1
"Yes, think I could tell if an article was telling the truth",Elkton,1
"Yes, think I could tell if an article was telling the truth",Frederick,1
"Yes, think I could tell if an article was telling the truth",Frostburg,1
"Yes, think I could tell if an article was telling the truth",Germantown,1
"Yes, think I could tell if an article was telling the truth",Hagerstown,1
"Yes, think I could tell if an article was telling the truth",Lutherville-Timonium,1
"Yes, think I could tell if an article was telling the truth",Middletown,1
"Yes, think I could tell if an article was telling the truth",Rising Sun,1
"Yes, think I could tell if an article was telling the truth",Salisbury,1
"Yes, think I could tell if an article was telling the truth",Alfred,1
"Yes, think I could tell if an article was telling the truth",Augusta,1
"Yes, think I could tell if an article was telling the truth",Gray,1
"Yes, think I could tell if an article was telling the truth",Mechanic Falls,1
"Yes, think I could tell if an article was telling the truth",Minot,1
"Yes, think I could tell if an article was telling the truth",Newcastle,1
"Yes, think I could tell if an article was telling the truth",Old Orchard Beach,1
"Yes, think I could tell if an article was telling the truth",Saco,1
"Yes, think I could tell if an article was telling the truth",Albion,1
"Yes, think I could tell if an article was telling the truth",Allendale,1
"Yes, think I could tell if an article was telling the truth",Alma,1
"Yes, think I could tell if an article was telling the truth",Alpena,1
"Yes, think I could tell if an article was telling the truth",Augusta,1
"Yes, think I could tell if an article was telling the truth",Bad Axe,1
"Yes, think I could tell if an article was telling the truth",Big Rapids,1
"Yes, think I could tell if an article was telling the truth",Caro,1
"Yes, think I could tell if an article was telling the truth",Chesaning,1
"Yes, think I could tell if an article was telling the truth",Clare,1
"Yes, think I could tell if an article was telling the truth",Durand,1
"Yes, think I could tell if an article was telling the truth",East Lansing,1
"Yes, think I could tell if an article was telling the truth",Elsie,1
"Yes, think I could tell if an article was telling the truth",Fremont,1
"Yes, think I could tell if an article was telling the truth",Genesee charter Township,1
"Yes, think I could tell if an article was telling the truth",Gladwin,1
"Yes, think I could tell if an article was telling the truth",Greenville,1
"Yes, think I could tell if an article was telling the truth",Hemlock,1
"Yes, think I could tell if an article was telling the truth",Highland Charter Township,1
"Yes, think I could tell if an article was telling the truth",Kingsley,1
"Yes, think I could tell if an article was telling the truth",Lakeview,1
"Yes, think I could tell if an article was telling the truth",Lapeer,1
"Yes, think I could tell if an article was telling the truth",Macomb,1
"Yes, think I could tell if an article was telling the truth",Marlette,1
"Yes, think I could tell if an article was telling the truth",Marshall,1
"Yes, think I could tell if an article was telling the truth",Mayville,1
"Yes, think I could tell if an article was telling the truth",Millington,1
"Yes, think I could tell if an article was telling the truth",Owosso,1
"Yes, think I could tell if an article was telling the truth",Richland,1
"Yes, think I could tell if an article was telling the truth",Rockford,1
"Yes, think I could tell if an article was telling the truth",Roseville,1
"Yes, think I could tell if an article was telling the truth",Saint Charles,1
"Yes, think I could tell if an article was telling the truth",Saint Clair,1
"Yes, think I could tell if an article was telling the truth",Saint Clair Shores,1
"Yes, think I could tell if an article was telling the truth",Saint Joseph,1
"Yes, think I could tell if an article was telling the truth",Sterling Heights,1
"Yes, think I could tell if an article was telling the truth",Taylor,1
"Yes, think I could tell if an article was telling the truth",Traverse City,1
"Yes, think I could tell if an article was telling the truth",Troy,1
"Yes, think I could tell if an article was telling the truth",White Lake charter Township,1
"Yes, think I could tell if an article was telling the truth",Williamston,1
"Yes, think I could tell if an article was telling the truth",Wyandotte,1
"Yes, think I could tell if an article was telling the truth",Yale,1
"Yes, think I could tell if an article was telling the truth",Zeeland,1
"Yes, think I could tell if an article was telling the truth",Albany,1
"Yes, think I could tell if an article was telling the truth",Anoka,1
"Yes, think I could tell if an article was telling the truth",Crookston,1
"Yes, think I could tell if an article was telling the truth",Dodge Center,1
"Yes, think I could tell if an article was telling the truth",Duluth,1
"Yes, think I could tell if an article was telling the truth",Eden Prairie,1
"Yes, think I could tell if an article was telling the truth",Hibbing,1
"Yes, think I could tell if an article was telling the truth",Jordan,1
"Yes, think I could tell if an article was telling the truth",Kasson,1
"Yes, think I could tell if an article was telling the truth",Le Roy,1
"Yes, think I could tell if an article was telling the truth",Mankato,1
"Yes, think I could tell if an article was telling the truth",Minneota,1
"Yes, think I could tell if an article was telling the truth",New York Mills,1
"Yes, think I could tell if an article was telling the truth",Nicollet,1
"Yes, think I could tell if an article was telling the truth",Northfield,1
"Yes, think I could tell if an article was telling the truth",Paynesville,1
"Yes, think I could tell if an article was telling the truth",Princeton,1
"Yes, think I could tell if an article was telling the truth",Rochester,1
"Yes, think I could tell if an article was telling the truth",Rosemount,1
"Yes, think I could tell if an article was telling the truth",Sandstone,1
"Yes, think I could tell if an article was telling the truth",Sebeka,1
"Yes, think I could tell if an article was telling the truth",Shakopee,1
"Yes, think I could tell if an article was telling the truth",Spring Valley,1
"Yes, think I could tell if an article was telling the truth",Saint Cloud,1
"Yes, think I could tell if an article was telling the truth",Saint Francis,1
"Yes, think I could tell if an article was telling the truth",Saint Paul,1
"Yes, think I could tell if an article was telling the truth",Upsala,1
"Yes, think I could tell if an article was telling the truth",Virginia,1
"Yes, think I could tell if an article was telling the truth",Willmar,1
"Yes, think I could tell if an article was telling the truth",Winona,1
"Yes, think I could tell if an article was telling the truth",Arnold,1
"Yes, think I could tell if an article was telling the truth",Bethany,1
"Yes, think I could tell if an article was telling the truth",Camdenton,1
"Yes, think I could tell if an article was telling the truth",Cape Girardeau,1
"Yes, think I could tell if an article was telling the truth",Caruthersville,1
"Yes, think I could tell if an article was telling the truth",Fulton,1
"Yes, think I could tell if an article was telling the truth",Harrisonville,1
"Yes, think I could tell if an article was telling the truth",Hermann,1
"Yes, think I could tell if an article was telling the truth",Hillsboro,1
"Yes, think I could tell if an article was telling the truth",Houston,1
"Yes, think I could tell if an article was telling the truth",Jackson,1
"Yes, think I could tell if an article was telling the truth",Jefferson City,1
"Yes, think I could tell if an article was telling the truth",Joplin,1
"Yes, think I could tell if an article was telling the truth",Kahoka,1
"Yes, think I could tell if an article was telling the truth",Kennett,1
"Yes, think I could tell if an article was telling the truth",Kirksville,1
"Yes, think I could tell if an article was telling the truth",Laurie,1
"Yes, think I could tell if an article was telling the truth",Lebanon,1
"Yes, think I could tell if an article was telling the truth",Liberty,1
"Yes, think I could tell if an article was telling the truth",Linn,1
"Yes, think I could tell if an article was telling the truth",Lone Jack,1
"Yes, think I could tell if an article was telling the truth",Marshfield,1
"Yes, think I could tell if an article was telling the truth",Maryville,1
"Yes, think I could tell if an article was telling the truth",Osage Beach,1
"Yes, think I could tell if an article was telling the truth",Saint Joseph,1
"Yes, think I could tell if an article was telling the truth",Stover,1
"Yes, think I could tell if an article was telling the truth",Sunrise Beach,1
"Yes, think I could tell if an article was telling the truth",Troy,1
"Yes, think I could tell if an article was telling the truth",Union,1
"Yes, think I could tell if an article was telling the truth",West Plains,1
"Yes, think I could tell if an article was telling the truth",Amory,1
"Yes, think I could tell if an article was telling the truth",Baldwyn,1
"Yes, think I could tell if an article was telling the truth",Bay Saint Louis,1
"Yes, think I could tell if an article was telling the truth",Fulton,1
"Yes, think I could tell if an article was telling the truth",Gautier,1
"Yes, think I could tell if an article was telling the truth",New Albany,1
"Yes, think I could tell if an article was telling the truth",Tunica,1
"Yes, think I could tell if an article was telling the truth",Vicksburg,1
"Yes, think I could tell if an article was telling the truth",West Point,1
"Yes, think I could tell if an article was telling the truth",Wiggins,1
"Yes, think I could tell if an article was telling the truth",Anaconda,1
"Yes, think I could tell if an article was telling the truth",Butte,1
"Yes, think I could tell if an article was telling the truth",Eureka,1
"Yes, think I could tell if an article was telling the truth",Glendive,1
"Yes, think I could tell if an article was telling the truth",Great Falls,1
"Yes, think I could tell if an article was telling the truth",Helena,1
"Yes, think I could tell if an article was telling the truth",Kalispell,1
"Yes, think I could tell if an article was telling the truth",Plains,1
"Yes, think I could tell if an article was telling the truth",Whitehall,1
"Yes, think I could tell if an article was telling the truth",Albemarle,1
"Yes, think I could tell if an article was telling the truth",Avon,1
"Yes, think I could tell if an article was telling the truth",Belhaven,1
"Yes, think I could tell if an article was telling the truth",Burnsville,1
"Yes, think I could tell if an article was telling the truth",Candler,1
"Yes, think I could tell if an article was telling the truth",Cedar Falls,1
"Yes, think I could tell if an article was telling the truth",Chapel Hill,1
"Yes, think I could tell if an article was telling the truth",Edenton,1
"Yes, think I could tell if an article was telling the truth",Forest City,1
"Yes, think I could tell if an article was telling the truth",Franklin,1
"Yes, think I could tell if an article was telling the truth",Gastonia,1
"Yes, think I could tell if an article was telling the truth",Hayesville,1
"Yes, think I could tell if an article was telling the truth",Hendersonville,1
"Yes, think I could tell if an article was telling the truth",Jefferson,1
"Yes, think I could tell if an article was telling the truth",Kannapolis,1
"Yes, think I could tell if an article was telling the truth",Lenoir,1
"Yes, think I could tell if an article was telling the truth",Lincolnton,1
"Yes, think I could tell if an article was telling the truth",Lumberton,1
"Yes, think I could tell if an article was telling the truth",Marion,1
"Yes, think I could tell if an article was telling the truth",Mars Hill,1
"Yes, think I could tell if an article was telling the truth",Marshall,1
"Yes, think I could tell if an article was telling the truth",Middlesex,1
"Yes, think I could tell if an article was telling the truth",Mooresville,1
"Yes, think I could tell if an article was telling the truth",Morganton,1
"Yes, think I could tell if an article was telling the truth",Newport,1
"Yes, think I could tell if an article was telling the truth",Newton,1
"Yes, think I could tell if an article was telling the truth",Raeford,1
"Yes, think I could tell if an article was telling the truth",Red Springs,1
"Yes, think I could tell if an article was telling the truth",Robbins,1
"Yes, think I could tell if an article was telling the truth",Rutherfordton,1
"Yes, think I could tell if an article was telling the truth",Statesville,1
"Yes, think I could tell if an article was telling the truth",Swannanoa,1
"Yes, think I could tell if an article was telling the truth",Wake Forest,1
"Yes, think I could tell if an article was telling the truth",Waxhaw,1
"Yes, think I could tell if an article was telling the truth",Welcome,1
"Yes, think I could tell if an article was telling the truth",Wilkesboro,1
"Yes, think I could tell if an article was telling the truth",Wilson,1
"Yes, think I could tell if an article was telling the truth",Bowman,1
"Yes, think I could tell if an article was telling the truth",Devils Lake,1
"Yes, think I could tell if an article was telling the truth",Minot,1
"Yes, think I could tell if an article was telling the truth",Rolla,1
"Yes, think I could tell if an article was telling the truth",Aurora,1
"Yes, think I could tell if an article was telling the truth",Columbus,1
"Yes, think I could tell if an article was telling the truth",Falls City,1
"Yes, think I could tell if an article was telling the truth",Gering,1
"Yes, think I could tell if an article was telling the truth",Gothenburg,1
"Yes, think I could tell if an article was telling the truth",Hastings,1
"Yes, think I could tell if an article was telling the truth",Kearney,1
"Yes, think I could tell if an article was telling the truth",Oakland,1
"Yes, think I could tell if an article was telling the truth",Papillion,1
"Yes, think I could tell if an article was telling the truth",Seward,1
"Yes, think I could tell if an article was telling the truth",York,1
"Yes, think I could tell if an article was telling the truth",Andover,1
"Yes, think I could tell if an article was telling the truth",Bartlett,1
"Yes, think I could tell if an article was telling the truth",Claremont,1
"Yes, think I could tell if an article was telling the truth",East Kingston,1
"Yes, think I could tell if an article was telling the truth",Lyme,1
"Yes, think I could tell if an article was telling the truth",Manchester,1
"Yes, think I could tell if an article was telling the truth",Moultonborough,1
"Yes, think I could tell if an article was telling the truth",Rochester,1
"Yes, think I could tell if an article was telling the truth",Rumney,1
"Yes, think I could tell if an article was telling the truth",Sunapee,1
"Yes, think I could tell if an article was telling the truth",Bedminster Township,1
"Yes, think I could tell if an article was telling the truth",Cherry Hill,1
"Yes, think I could tell if an article was telling the truth",East Brunswick,1
"Yes, think I could tell if an article was telling the truth",Elizabeth,1
"Yes, think I could tell if an article was telling the truth",Flemington,1
"Yes, think I could tell if an article was telling the truth",Fort Lee,1
"Yes, think I could tell if an article was telling the truth",Hackensack,1
"Yes, think I could tell if an article was telling the truth",Hackettstown,1
"Yes, think I could tell if an article was telling the truth",Haddon Heights,1
"Yes, think I could tell if an article was telling the truth",Jackson,1
"Yes, think I could tell if an article was telling the truth",Mahwah,1
"Yes, think I could tell if an article was telling the truth",Mount Holly,1
"Yes, think I could tell if an article was telling the truth",Mount Laurel,1
"Yes, think I could tell if an article was telling the truth",North Bergen,1
"Yes, think I could tell if an article was telling the truth",Palisades Park,1
"Yes, think I could tell if an article was telling the truth",Passaic,1
"Yes, think I could tell if an article was telling the truth",Paterson,1
"Yes, think I could tell if an article was telling the truth",Perth Amboy,1
"Yes, think I could tell if an article was telling the truth",Phillipsburg,1
"Yes, think I could tell if an article was telling the truth",Sayreville,1
"Yes, think I could tell if an article was telling the truth",South Plainfield,1
"Yes, think I could tell if an article was telling the truth",Sparta Township,1
"Yes, think I could tell if an article was telling the truth",West Milford,1
"Yes, think I could tell if an article was telling the truth",Wharton,1
"Yes, think I could tell if an article was telling the truth",Willingboro,1
"Yes, think I could tell if an article was telling the truth",Hobbs,1
"Yes, think I could tell if an article was telling the truth",Las Cruces,1
"Yes, think I could tell if an article was telling the truth",Los Lunas,1
"Yes, think I could tell if an article was telling the truth",Rio Rancho,1
"Yes, think I could tell if an article was telling the truth",Santa Fe,1
"Yes, think I could tell if an article was telling the truth",Caliente,1
"Yes, think I could tell if an article was telling the truth",Carson City,1
"Yes, think I could tell if an article was telling the truth",Fernley,1
"Yes, think I could tell if an article was telling the truth",Hawthorne,1
"Yes, think I could tell if an article was telling the truth",Mesquite,1
"Yes, think I could tell if an article was telling the truth",Winnemucca,1
"Yes, think I could tell if an article was telling the truth",Alfred,1
"Yes, think I could tell if an article was telling the truth",Big Flats,1
"Yes, think I could tell if an article was telling the truth",Bohemia,1
"Yes, think I could tell if an article was telling the truth",Cambridge,1
"Yes, think I could tell if an article was telling the truth",Canajoharie,1
"Yes, think I could tell if an article was telling the truth",Canandaigua,1
"Yes, think I could tell if an article was telling the truth",Center Moriches,1
"Yes, think I could tell if an article was telling the truth",Champlain,1
"Yes, think I could tell if an article was telling the truth",Coxsackie,1
"Yes, think I could tell if an article was telling the truth",Depew,1
"Yes, think I could tell if an article was telling the truth",East Aurora,1
"Yes, think I could tell if an article was telling the truth",East Northport,1
"Yes, think I could tell if an article was telling the truth",Endicott,1
"Yes, think I could tell if an article was telling the truth",Fayetteville,1
"Yes, think I could tell if an article was telling the truth",Flushing,1
"Yes, think I could tell if an article was telling the truth",Fort Montgomery,1
"Yes, think I could tell if an article was telling the truth",Getzville,1
"Yes, think I could tell if an article was telling the truth",Gloversville,1
"Yes, think I could tell if an article was telling the truth",Hastings-on-Hudson,1
"Yes, think I could tell if an article was telling the truth",Holtsville,1
"Yes, think I could tell if an article was telling the truth",Keeseville,1
"Yes, think I could tell if an article was telling the truth",Lake Placid,1
"Yes, think I could tell if an article was telling the truth",Medina,1
"Yes, think I could tell if an article was telling the truth",Ogdensburg,1
"Yes, think I could tell if an article was telling the truth",Olean,1
"Yes, think I could tell if an article was telling the truth",Oneida,1
"Yes, think I could tell if an article was telling the truth",Ontario Center,1
"Yes, think I could tell if an article was telling the truth",Pleasantville,1
"Yes, think I could tell if an article was telling the truth",Poughkeepsie,1
"Yes, think I could tell if an article was telling the truth",Rochester,1
"Yes, think I could tell if an article was telling the truth",Saratoga Springs,1
"Yes, think I could tell if an article was telling the truth",Scottsville,1
"Yes, think I could tell if an article was telling the truth",Sodus Point,1
"Yes, think I could tell if an article was telling the truth",Spencerport,1
"Yes, think I could tell if an article was telling the truth",Syosset,1
"Yes, think I could tell if an article was telling the truth",Troy,1
"Yes, think I could tell if an article was telling the truth",Tupper Lake,1
"Yes, think I could tell if an article was telling the truth",Wading River,1
"Yes, think I could tell if an article was telling the truth",Waterloo,1
"Yes, think I could tell if an article was telling the truth",Watertown,1
"Yes, think I could tell if an article was telling the truth",White Lake,1
"Yes, think I could tell if an article was telling the truth",Ada,1
"Yes, think I could tell if an article was telling the truth",Amelia,1
"Yes, think I could tell if an article was telling the truth",Ashley,1
"Yes, think I could tell if an article was telling the truth",Austinburg,1
"Yes, think I could tell if an article was telling the truth",Bath,1
"Yes, think I could tell if an article was telling the truth",Blanchester,1
"Yes, think I could tell if an article was telling the truth",Bucyrus,1
"Yes, think I could tell if an article was telling the truth",Canton,1
"Yes, think I could tell if an article was telling the truth",Carey,1
"Yes, think I could tell if an article was telling the truth",Carrollton,1
"Yes, think I could tell if an article was telling the truth",Circleville,1
"Yes, think I could tell if an article was telling the truth",East Liverpool,1
"Yes, think I could tell if an article was telling the truth",Hicksville,1
"Yes, think I could tell if an article was telling the truth",Holgate,1
"Yes, think I could tell if an article was telling the truth",Jackson,1
"Yes, think I could tell if an article was telling the truth",Kent,1
"Yes, think I could tell if an article was telling the truth",Lewisburg,1
"Yes, think I could tell if an article was telling the truth",Louisville,1
"Yes, think I could tell if an article was telling the truth",Lynchburg,1
"Yes, think I could tell if an article was telling the truth",Macedonia,1
"Yes, think I could tell if an article was telling the truth",Mason,1
"Yes, think I could tell if an article was telling the truth",McConnelsville,1
"Yes, think I could tell if an article was telling the truth",Mount Victory,1
"Yes, think I could tell if an article was telling the truth",New Concord,1
"Yes, think I could tell if an article was telling the truth",New Lexington,1
"Yes, think I could tell if an article was telling the truth",New Philadelphia,1
"Yes, think I could tell if an article was telling the truth",Norwalk,1
"Yes, think I could tell if an article was telling the truth",Ottawa,1
"Yes, think I could tell if an article was telling the truth",Oxford,1
"Yes, think I could tell if an article was telling the truth",Paulding,1
"Yes, think I could tell if an article was telling the truth",Philo,1
"Yes, think I could tell if an article was telling the truth",Reynoldsburg,1
"Yes, think I could tell if an article was telling the truth",Ross,1
"Yes, think I could tell if an article was telling the truth",Shelby,1
"Yes, think I could tell if an article was telling the truth",Sherwood,1
"Yes, think I could tell if an article was telling the truth",Streetsboro,1
"Yes, think I could tell if an article was telling the truth",Tiffin,1
"Yes, think I could tell if an article was telling the truth",Tipp City,1
"Yes, think I could tell if an article was telling the truth",Toledo,1
"Yes, think I could tell if an article was telling the truth",Toronto,1
"Yes, think I could tell if an article was telling the truth",Washington Court House,1
"Yes, think I could tell if an article was telling the truth",Wellston,1
"Yes, think I could tell if an article was telling the truth",West Milton,1
"Yes, think I could tell if an article was telling the truth",Wilmington,1
"Yes, think I could tell if an article was telling the truth",Ardmore,1
"Yes, think I could tell if an article was telling the truth",Blackwell,1
"Yes, think I could tell if an article was telling the truth",Blanchard,1
"Yes, think I could tell if an article was telling the truth",Broken Arrow,1
"Yes, think I could tell if an article was telling the truth",Broken Bow,1
"Yes, think I could tell if an article was telling the truth",Choctaw,1
"Yes, think I could tell if an article was telling the truth",Claremore,1
"Yes, think I could tell if an article was telling the truth",Clinton,1
"Yes, think I could tell if an article was telling the truth",Dewar,1
"Yes, think I could tell if an article was telling the truth",Duncan,1
"Yes, think I could tell if an article was telling the truth",Elk City,1
"Yes, think I could tell if an article was telling the truth",Guymon,1
"Yes, think I could tell if an article was telling the truth",Hennessey,1
"Yes, think I could tell if an article was telling the truth",Hinton,1
"Yes, think I could tell if an article was telling the truth",Idabel,1
"Yes, think I could tell if an article was telling the truth",Inola,1
"Yes, think I could tell if an article was telling the truth",Kellyville,1
"Yes, think I could tell if an article was telling the truth",Lawton,1
"Yes, think I could tell if an article was telling the truth",McAlester,1
"Yes, think I could tell if an article was telling the truth",Muskogee,1
"Yes, think I could tell if an article was telling the truth",Owasso,1
"Yes, think I could tell if an article was telling the truth",Sapulpa,1
"Yes, think I could tell if an article was telling the truth",Shawnee,1
"Yes, think I could tell if an article was telling the truth",Stroud,1
"Yes, think I could tell if an article was telling the truth",Baker City,1
"Yes, think I could tell if an article was telling the truth",Beaverton,1
"Yes, think I could tell if an article was telling the truth",Bend,1
"Yes, think I could tell if an article was telling the truth",Brookings,1
"Yes, think I could tell if an article was telling the truth",Canyonville,1
"Yes, think I could tell if an article was telling the truth",Corvallis,1
"Yes, think I could tell if an article was telling the truth",Eagle Point,1
"Yes, think I could tell if an article was telling the truth",Elkton,1
"Yes, think I could tell if an article was telling the truth",Florence,1
"Yes, think I could tell if an article was telling the truth",Forest Grove,1
"Yes, think I could tell if an article was telling the truth",Grants Pass,1
"Yes, think I could tell if an article was telling the truth",Hillsboro,1
"Yes, think I could tell if an article was telling the truth",Lakeview,1
"Yes, think I could tell if an article was telling the truth",Medford,1
"Yes, think I could tell if an article was telling the truth",Newberg,1
"Yes, think I could tell if an article was telling the truth",North Bend,1
"Yes, think I could tell if an article was telling the truth",Oregon City,1
"Yes, think I could tell if an article was telling the truth",Reedsport,1
"Yes, think I could tell if an article was telling the truth",Salem,1
"Yes, think I could tell if an article was telling the truth",Sandy,1
"Yes, think I could tell if an article was telling the truth",Springfield,1
"Yes, think I could tell if an article was telling the truth",Stayton,1
"Yes, think I could tell if an article was telling the truth",Sweet Home,1
"Yes, think I could tell if an article was telling the truth",Talent,1
"Yes, think I could tell if an article was telling the truth",West Linn,1
"Yes, think I could tell if an article was telling the truth",Wilsonville,1
"Yes, think I could tell if an article was telling the truth",Woodburn,1
"Yes, think I could tell if an article was telling the truth",Allentown,1
"Yes, think I could tell if an article was telling the truth",Altoona,1
"Yes, think I could tell if an article was telling the truth",Ashland,1
"Yes, think I could tell if an article was telling the truth",Bethlehem,1
"Yes, think I could tell if an article was telling the truth",California,1
"Yes, think I could tell if an article was telling the truth",Carbondale,1
"Yes, think I could tell if an article was telling the truth",Claysburg,1
"Yes, think I could tell if an article was telling the truth",Coplay,1
"Yes, think I could tell if an article was telling the truth",Coudersport,1
"Yes, think I could tell if an article was telling the truth",Duncannon,1
"Yes, think I could tell if an article was telling the truth",Ebensburg,1
"Yes, think I could tell if an article was telling the truth",Elizabethtown,1
"Yes, think I could tell if an article was telling the truth",Emmaus,1
"Yes, think I could tell if an article was telling the truth",Ephrata,1
"Yes, think I could tell if an article was telling the truth",Exton,1
"Yes, think I could tell if an article was telling the truth",Fawn Grove,1
"Yes, think I could tell if an article was telling the truth",Glenmoore,1
"Yes, think I could tell if an article was telling the truth",Greensburg,1
